order_id,Distance_Rider_from_Store,travel_time_to_store,Distance_to_Customer,travel_time_to_customer,order_status,delivery_status,distance_category,Date
2291585,3.16,0,5.81,33,Completed,Late,Long Distance,23/12/2024
2291586,8.88,0,13.1,0,Cancelled,Unknown,Long Distance,Null
2291588,4.63,72,7.34,32,Completed,Late,Long Distance,23/12/2024
2291589,5.25,0,6.66,46,Completed,Late,Long Distance,Null
2291590,1.46,1,1.79,10,Completed,On Time,Short Distance,23/12/2024
2291591,1.39,0,4.19,43,Completed,Late,Short Distance,23/12/2024
2291593,6.69,0,9.03,23,Completed,On Time,Long Distance,23/12/2024
2291594,1.76,0,2.75,13,Completed,Early,Short Distance,23/12/2024
2291595,0.32,0,0.53,3,Completed,On Time,Short Distance,23/12/2024
2291596,3.31,0,5.43,38,Completed,On Time,Long Distance,23/12/2024
2291597,5.32,0,9.72,27,Completed,Late,Long Distance,23/12/2024
2291598,3.12,0,6.02,30,Completed,On Time,Long Distance,23/12/2024
2291600,4.28,0,6.3,81,Completed,Late,Long Distance,23/12/2024
2291601,1.49,2,2.18,64,Completed,On Time,Short Distance,Null
2291602,1.38,0,2.73,14,Completed,Late,Short Distance,23/12/2024
2291603,4.42,0,5.93,22,Completed,On Time,Long Distance,23/12/2024
2291604,2.47,29,5.49,45,Completed,Late,Long Distance,23/12/2024
2291606,7.88,0,9.49,41,Completed,On Time,Long Distance,23/12/2024
2291607,2.53,0,4.59,0,Cancelled,Unknown,Short Distance,23/12/2024
2291608,1.28,0,1.75,10,Completed,Late,Short Distance,23/12/2024
2291609,4.42,1,5.93,20,Completed,On Time,Long Distance,Null
2291611,4.15,32,8.17,14,Completed,Late,Long Distance,23/12/2024
2291613,1.15,0,1.28,9,Completed,Late,Short Distance,23/12/2024
2291614,2.4,0,3.1,21,Completed,On Time,Short Distance,23/12/2024
2291615,4.37,0,6.53,31,Completed,Late,Long Distance,23/12/2024
2291616,4.46,0,6.64,0,Cancelled,Unknown,Long Distance,23/12/2024
2291617,2.31,0,3.2,13,Completed,On Time,Short Distance,23/12/2024
2291618,4.81,0,8.48,17,Completed,On Time,Long Distance,Null
2291619,4.92,0,8.21,0,Cancelled,Unknown,Long Distance,23/12/2024
2291620,2.65,0,3.71,50,Completed,On Time,Short Distance,23/12/2024
2291623,6.85,0,10.69,47,Completed,Late,Long Distance,Null
2291624,3.33,0,4.46,37,Completed,Late,Short Distance,23/12/2024
2291625,0.99,13,2.71,13,Completed,Late,Short Distance,23/12/2024
2291626,3.91,0,6.08,36,Completed,On Time,Long Distance,23/12/2024
2291628,4.87,0,5.88,0,Cancelled,Unknown,Long Distance,23/12/2024
2291630,2.28,0,4.86,35,Completed,Late,Short Distance,23/12/2024
2291631,2.5,0,3.4,13,Completed,On Time,Short Distance,Null
2291632,2.1,0,3.74,13,Completed,On Time,Short Distance,23/12/2024
2291633,0,0,0,0,Cancelled,Unknown,Short Distance,23/12/2024
2291635,2.79,0,3.34,13,Completed,Late,Short Distance,23/12/2024
2291637,2.66,0,3.23,30,Completed,Late,Short Distance,Null
2291639,0.05,0,0.06,0,Cancelled,Unknown,Short Distance,23/12/2024
2291640,0.05,0,0.06,0,Completed,On Time,Short Distance,23/12/2024
2291641,6.01,0,8.24,58,Completed,On Time,Long Distance,Null
2291643,2.29,0,3.38,23,Completed,Late,Short Distance,Null
2291644,1.97,0,3.9,14,Completed,On Time,Short Distance,23/12/2024
2291645,2.2,0,5.58,23,Completed,Late,Long Distance,23/12/2024
2291647,4.32,0,7.06,0,Cancelled,Unknown,Long Distance,23/12/2024
2291648,2.05,53,5.64,30,Completed,Late,Long Distance,23/12/2024
2291649,1.35,0,1.73,71,Completed,Late,Short Distance,Null
2291650,6.45,3,8.74,26,Completed,Late,Long Distance,23/12/2024
2291651,1.56,0,3.78,19,Completed,On Time,Short Distance,23/12/2024
2291654,9.57,11,16.36,40,Completed,On Time,Long Distance,23/12/2024
2291655,2.39,69,3.12,2,Completed,Late,Short Distance,23/12/2024
2291656,2.18,0,5.04,28,Completed,On Time,Long Distance,23/12/2024
2291657,1.13,0,2.25,13,Completed,Late,Short Distance,23/12/2024
2291658,1.69,0,2.49,13,Completed,On Time,Short Distance,Null
2291661,3.23,0,5.88,0,Cancelled,Unknown,Long Distance,23/12/2024
2291662,7.14,0,10.8,0,Cancelled,Unknown,Long Distance,23/12/2024
2291663,5.05,0,7.89,0,Cancelled,Unknown,Long Distance,Null
2291664,8.6,0,10.16,56,Completed,Late,Long Distance,Null
2291666,2.4,0,3.75,24,Completed,On Time,Short Distance,Null
2291667,3.51,114,4.49,12,Completed,Late,Short Distance,23/12/2024
2291668,4.96,0,9.58,36,Completed,Late,Long Distance,23/12/2024
2291669,6.85,0,11.49,79,Completed,Late,Long Distance,23/12/2024
2291670,2.46,0,2.56,53,Completed,On Time,Short Distance,23/12/2024
2291671,1.69,39,3.2,3,Completed,On Time,Short Distance,Null
2291672,4.22,90,5.7,22,Completed,Early,Long Distance,23/12/2024
2291673,6.43,0,9.98,0,Cancelled,Unknown,Long Distance,23/12/2024
2291674,7,67,8.75,86,Completed,Late,Long Distance,23/12/2024
2291675,4.34,0,6.84,30,Completed,On Time,Long Distance,Null
2291676,0.82,14,0.97,3,Completed,On Time,Short Distance,23/12/2024
2291677,3.09,0,6.31,15,Completed,On Time,Long Distance,23/12/2024
2291678,2.56,0,3.63,0,Cancelled,Unknown,Short Distance,23/12/2024
2291680,3.05,16,3.79,14,Completed,Late,Short Distance,23/12/2024
2291681,2.58,90,6.04,3,Completed,On Time,Long Distance,23/12/2024
2291683,9.96,0,16.47,78,Completed,Late,Long Distance,23/12/2024
2291684,0.61,0,1.65,14,Completed,On Time,Short Distance,23/12/2024
2291685,1.4,0,2.42,26,Completed,Late,Short Distance,23/12/2024
2291689,2.47,0,5.1,0,Completed,On Time,Long Distance,23/12/2024
2291690,2.38,0,4.35,0,Cancelled,Unknown,Short Distance,23/12/2024
2291691,2.2,0,2.56,28,Completed,Late,Short Distance,Null
2291693,2.46,19,3.13,11,Completed,Late,Short Distance,Null
2291694,4.9,0,5.49,25,Completed,Late,Long Distance,Null
2291697,1.64,0,2.61,71,Completed,Late,Short Distance,23/12/2024
2291698,5.77,160,7.86,37,Completed,Late,Long Distance,23/12/2024
2291699,3.73,0,5.86,36,Completed,Late,Long Distance,23/12/2024
2291700,7.66,0,9.88,57,Completed,Late,Long Distance,23/12/2024
2291701,0.88,0,1.75,18,Completed,Early,Short Distance,23/12/2024
2291703,1.21,0,2.77,105,Completed,On Time,Short Distance,Null
2291704,2.22,0,3.92,57,Completed,Late,Short Distance,24/12/2024
2291705,2.26,0,3.96,0,Cancelled,Unknown,Short Distance,23/12/2024
2291706,3.37,0,4.42,14,Completed,On Time,Short Distance,23/12/2024
2291707,3.76,0,5.33,27,Completed,Late,Long Distance,Null
2291708,1.54,3,3.45,9,Completed,On Time,Short Distance,23/12/2024
2291709,2.6,12,4.92,23,Completed,Late,Short Distance,23/12/2024
2291710,3.07,0,5.74,67,Completed,Late,Long Distance,23/12/2024
2291711,5.19,0,7.98,21,Completed,On Time,Long Distance,23/12/2024
2291712,1.83,0,3.44,0,Cancelled,Unknown,Short Distance,23/12/2024
2291713,0.63,0,0.98,23,Completed,On Time,Short Distance,23/12/2024
2291714,2.4,5,3.26,14,Completed,Late,Short Distance,Null
2291715,6.54,0,8.43,0,Cancelled,Unknown,Long Distance,23/12/2024
2291716,1.94,0,3.86,0,Cancelled,Unknown,Short Distance,23/12/2024
2291717,1.49,11,2.03,12,Completed,Late,Short Distance,Null
2291720,0.23,0,0.84,17,Completed,Late,Short Distance,Null
2291721,6.92,0,15.19,47,Completed,On Time,Long Distance,23/12/2024
2291722,1.79,0,1.9,19,Completed,Early,Short Distance,23/12/2024
2291723,2.39,0,3.95,21,Completed,On Time,Short Distance,23/12/2024
2291724,3.42,0,5.08,42,Completed,Late,Long Distance,23/12/2024
2291726,3.35,0,3.92,24,Completed,Late,Short Distance,23/12/2024
2291727,1.85,55,2.77,7,Completed,On Time,Short Distance,23/12/2024
2291728,1.23,0,1.52,3,Completed,Late,Short Distance,23/12/2024
2291730,0.98,0,2.6,0,Completed,On Time,Short Distance,23/12/2024
2291732,2.98,0,5.94,31,Completed,Late,Long Distance,23/12/2024
2291733,0.47,0,7.28,8,Completed,Late,Long Distance,23/12/2024
2291736,3.34,0,3.87,50,Completed,Late,Short Distance,23/12/2024
2291737,1.67,4,3,14,Completed,On Time,Short Distance,23/12/2024
2291739,4.95,0,8.64,0,Cancelled,Unknown,Long Distance,23/12/2024
2291740,3.76,0,6.21,32,Completed,Late,Long Distance,24/12/2024
2291741,1.42,0,2.5,31,Completed,On Time,Short Distance,23/12/2024
2291742,2.86,34,7.14,20,Completed,On Time,Long Distance,23/12/2024
2291744,0.83,0,1.22,9,Completed,Late,Short Distance,23/12/2024
2291745,6.97,0,15.77,73,Completed,On Time,Long Distance,23/12/2024
2291746,3.29,0,5.93,32,Completed,On Time,Long Distance,23/12/2024
2291747,2.67,0,5.97,76,Completed,Late,Long Distance,23/12/2024
2291749,3.24,0,5.23,34,Completed,On Time,Long Distance,23/12/2024
2291750,3,0,4.26,0,Cancelled,Unknown,Short Distance,23/12/2024
2291752,1.61,42,2.6,9,Completed,Late,Short Distance,23/12/2024
2291754,2.01,0,2.71,11,Completed,Late,Short Distance,Null
2291756,3.02,39,5.59,32,Completed,Late,Long Distance,23/12/2024
2291757,3.16,0,5.22,0,Cancelled,Unknown,Long Distance,23/12/2024
2291758,1.38,30,2.15,0,Completed,On Time,Short Distance,23/12/2024
2291760,2.56,84,4.23,17,Completed,On Time,Short Distance,Null
2291762,2.07,35,3.91,16,Completed,On Time,Short Distance,23/12/2024
2291763,5.38,43,7.41,18,Completed,Late,Long Distance,23/12/2024
2291766,0.42,0,1.19,23,Completed,Late,Short Distance,23/12/2024
2291767,9.87,0,14.85,0,Cancelled,Unknown,Long Distance,23/12/2024
2291768,6.31,0,9.55,26,Completed,Late,Long Distance,23/12/2024
2291770,2.87,4,5.28,4,Completed,On Time,Long Distance,Null
2291771,3.28,0,4.99,67,Completed,Late,Short Distance,23/12/2024
2291772,2.44,0,3.87,27,Completed,Late,Short Distance,23/12/2024
2291774,0.93,0,5.07,13,Completed,On Time,Long Distance,23/12/2024
2291775,1.76,53,3.96,9,Completed,On Time,Short Distance,23/12/2024
2291777,3.91,0,4.59,39,Completed,Late,Short Distance,23/12/2024
2291779,1.9,0,3.39,45,Completed,Late,Short Distance,23/12/2024
2291780,1.97,21,4.16,25,Completed,On Time,Short Distance,23/12/2024
2291781,1.1,161,4.32,14,Completed,Early,Short Distance,23/12/2024
2291784,0.85,0,2.36,15,Completed,Late,Short Distance,23/12/2024
2291785,1.85,1,4.52,39,Completed,Late,Short Distance,23/12/2024
2291786,4.05,0,8.63,58,Completed,Late,Long Distance,23/12/2024
2291787,0.79,1,1.62,10,Completed,Late,Short Distance,23/12/2024
2291788,1.52,0,2.93,13,Completed,Late,Short Distance,23/12/2024
2291790,4.95,0,7.2,18,Completed,On Time,Long Distance,23/12/2024
2291791,4.65,187,8.54,30,Completed,Late,Long Distance,23/12/2024
2291793,0.73,0,1.79,13,Completed,Late,Short Distance,24/12/2024
2291794,1.79,0,4.67,31,Completed,On Time,Short Distance,23/12/2024
2291795,2.74,1,5.2,36,Completed,Late,Long Distance,23/12/2024
2291796,1.79,0,3.37,8,Completed,Late,Short Distance,23/12/2024
2291797,8.04,0,10.47,0,Cancelled,Unknown,Long Distance,23/12/2024
2291798,2.89,1,4.63,15,Completed,Late,Short Distance,23/12/2024
2291800,8.36,20,11.26,18,Completed,On Time,Long Distance,Null
2291801,0.29,0,0.78,0,Cancelled,Unknown,Short Distance,23/12/2024
2291802,3.01,17,4.15,16,Completed,Late,Short Distance,23/12/2024
2291804,3.82,0,6.05,24,Completed,On Time,Long Distance,23/12/2024
2291805,2.05,0,3.98,25,Completed,Late,Short Distance,23/12/2024
2291806,2.93,0,8.71,29,Completed,On Time,Long Distance,23/12/2024
2291807,2.04,0,6.97,28,Completed,Late,Long Distance,23/12/2024
2291808,3.94,0,6.32,106,Completed,Late,Long Distance,23/12/2024
2291810,4.5,0,7.22,0,Cancelled,Unknown,Long Distance,23/12/2024
2291811,1.88,0,3.06,73,Completed,On Time,Short Distance,23/12/2024
2291812,0.84,2,2.96,7,Completed,Late,Short Distance,Null
2291813,0.69,0,0.98,0,Cancelled,Unknown,Short Distance,23/12/2024
2291815,2.1,0,6.39,85,Completed,On Time,Long Distance,23/12/2024
2291816,4.07,1,5.61,31,Completed,Late,Long Distance,Null
2291817,1.78,0,3.6,11,Completed,On Time,Short Distance,24/12/2024
2291819,7.35,0,8.18,32,Completed,Late,Long Distance,23/12/2024
2291820,1.05,0,1.78,29,Completed,Late,Short Distance,23/12/2024
2291821,1.62,0,2.77,13,Completed,On Time,Short Distance,23/12/2024
2291822,4.06,0,8.15,9,Completed,On Time,Long Distance,23/12/2024
2291823,1.15,0,3.59,30,Completed,On Time,Short Distance,23/12/2024
2291824,2.78,0,3.49,31,Completed,On Time,Short Distance,Null
2291825,1.78,0,4.16,59,Completed,On Time,Short Distance,23/12/2024
2291827,4.05,0,8.63,22,Completed,On Time,Long Distance,23/12/2024
2291828,0.56,0,1.92,9,Completed,On Time,Short Distance,23/12/2024
2291830,2.64,13,3.83,12,Completed,On Time,Short Distance,23/12/2024
2291832,1.7,73,3.18,20,Completed,On Time,Short Distance,23/12/2024
2291833,1.93,0,2.45,9,Completed,Late,Short Distance,23/12/2024
2291834,2.42,11,3.83,41,Completed,Late,Short Distance,23/12/2024
2291835,0,0,0,0,Completed,Unknown,Short Distance,23/12/2024
2291836,1.29,0,1.58,10,Completed,On Time,Short Distance,23/12/2024
2291837,3.39,0,5.42,13,Completed,On Time,Long Distance,Null
2291838,3.03,0,4.48,79,Completed,On Time,Short Distance,23/12/2024
2291839,2.04,0,2.62,0,Cancelled,Unknown,Short Distance,23/12/2024
2291840,2.2,0,3.77,0,Cancelled,Unknown,Short Distance,23/12/2024
2291841,6.54,0,8.43,0,Cancelled,Unknown,Long Distance,Null
2291842,4.22,0,4.91,32,Completed,Late,Short Distance,Null
2291843,4.58,0,8.97,0,Cancelled,Unknown,Long Distance,Null
2291844,8.99,0,14.73,85,Completed,Late,Long Distance,23/12/2024
2291845,0,0,0,0,Completed,Unknown,Short Distance,Null
2291846,1.37,7,2.76,16,Completed,Late,Short Distance,23/12/2024
2291847,0.6,81,1.62,3,Completed,Late,Short Distance,Null
2291850,1.85,13,3.01,6,Completed,On Time,Short Distance,23/12/2024
2291852,3.11,0,3.81,22,Completed,Early,Short Distance,23/12/2024
2291853,1.69,62,3.6,9,Completed,Late,Short Distance,23/12/2024
2291854,2.51,41,5.04,6,Completed,On Time,Long Distance,23/12/2024
2291855,4.29,0,6.12,24,Completed,Late,Long Distance,23/12/2024
2291856,3.23,30,6.32,21,Completed,On Time,Long Distance,23/12/2024
2291857,5.03,0,8.6,48,Completed,On Time,Long Distance,23/12/2024
2291858,6.44,0,9.3,0,Completed,Late,Long Distance,23/12/2024
2291859,0,0,0,0,Completed,Unknown,Short Distance,23/12/2024
2291860,3.2,0,5.28,46,Completed,Late,Long Distance,23/12/2024
2291861,1.73,0,2.37,17,Completed,On Time,Short Distance,Null
2291862,4,0,8.7,51,Completed,On Time,Long Distance,23/12/2024
2291864,1.98,0,3.17,6,Completed,On Time,Short Distance,23/12/2024
2291865,2.52,0,3.36,51,Completed,Late,Short Distance,23/12/2024
2291866,1.65,0,2.21,7,Completed,On Time,Short Distance,23/12/2024
2291867,6.54,37,8.54,0,Completed,Late,Long Distance,23/12/2024
2291868,6.95,0,11.06,0,Cancelled,Unknown,Long Distance,23/12/2024
2291869,6.95,0,11.06,0,Cancelled,Unknown,Long Distance,23/12/2024
2291871,2.09,0,5.73,15,Completed,On Time,Long Distance,Null
2291872,0.86,0,1.02,18,Completed,On Time,Short Distance,23/12/2024
2291873,5.64,0,7.44,57,Completed,On Time,Long Distance,23/12/2024
2291875,1.51,39,2.21,8,Completed,Late,Short Distance,23/12/2024
2291876,3.58,0,4.48,24,Completed,On Time,Short Distance,23/12/2024
2291877,5.03,0,8,64,Completed,Late,Long Distance,23/12/2024
2291878,1.02,11,1.37,10,Completed,Late,Short Distance,23/12/2024
2291879,1.04,0,1.05,22,Completed,On Time,Short Distance,23/12/2024
2291880,1.93,0,5.26,23,Completed,Late,Long Distance,23/12/2024
2291881,1.46,0,1.96,23,Completed,On Time,Short Distance,23/12/2024
2291882,3.57,1,9.1,17,Completed,Late,Long Distance,23/12/2024
2291883,2.33,0,4.16,18,Completed,On Time,Short Distance,23/12/2024
2291884,4.15,0,4.63,16,Completed,On Time,Short Distance,23/12/2024
2291888,2.39,0,5.68,0,Cancelled,Unknown,Long Distance,23/12/2024
2291889,2.01,33,4.69,56,Completed,Late,Short Distance,23/12/2024
2291890,1.58,0,2.25,13,Completed,Late,Short Distance,Null
2291891,0.55,0,1,0,Cancelled,Unknown,Short Distance,23/12/2024
2291893,4.52,0,6.95,0,Cancelled,Unknown,Long Distance,23/12/2024
2291894,4.93,0,6.8,46,Completed,On Time,Long Distance,Null
2291896,6.27,0,10.36,58,Completed,Late,Long Distance,Null
2291897,6.17,0,9.48,17,Completed,On Time,Long Distance,23/12/2024
2291899,0.57,0,0.91,14,Completed,Late,Short Distance,Null
2291900,7.63,0,10.3,53,Completed,Late,Long Distance,23/12/2024
2291901,3.01,34,6.22,25,Completed,Late,Long Distance,23/12/2024
2291902,5.12,0,13.09,77,Completed,Late,Long Distance,23/12/2024
2291904,3.57,0,5.08,15,Completed,Early,Long Distance,23/12/2024
2291906,3.49,0,4.95,0,Cancelled,Unknown,Short Distance,23/12/2024
2291908,0.67,0,0.9,13,Completed,Late,Short Distance,23/12/2024
2291909,7.91,0,12.08,122,Completed,Late,Long Distance,Null
2291910,4.97,0,8.64,54,Completed,Late,Long Distance,23/12/2024
2291911,2.79,0,6.22,0,Cancelled,Unknown,Long Distance,23/12/2024
2291912,4.59,47,5.61,23,Completed,Late,Long Distance,23/12/2024
2291914,3.16,0,4.99,9,Completed,On Time,Short Distance,Null
2291915,1.94,0,5.19,14,Completed,On Time,Long Distance,23/12/2024
2291916,3.48,0,6.74,58,Completed,Late,Long Distance,23/12/2024
2291917,3.08,11,4.87,21,Completed,On Time,Short Distance,23/12/2024
2291918,4.05,0,6.49,55,Completed,Late,Long Distance,23/12/2024
2291919,2.09,0,4.79,23,Completed,Late,Short Distance,23/12/2024
2291922,4.64,0,6.64,38,Completed,Late,Long Distance,23/12/2024
2291923,5.11,0,11.08,123,Completed,Late,Long Distance,23/12/2024
2291924,1.89,0,2.35,0,Cancelled,Unknown,Short Distance,23/12/2024
2291925,1.76,0,2.31,25,Completed,On Time,Short Distance,23/12/2024
2291926,2.44,0,3.3,33,Completed,Late,Short Distance,Null
2291927,7.73,0,14.45,56,Completed,Late,Long Distance,23/12/2024
2291928,4.49,0,6.02,0,Cancelled,Unknown,Long Distance,23/12/2024
2291930,1.41,0,1.75,10,Completed,On Time,Short Distance,23/12/2024
2291931,4.09,5,4.2,15,Completed,On Time,Short Distance,Null
2291932,3.34,1,5.78,23,Completed,On Time,Long Distance,23/12/2024
2291933,3.49,0,6.34,33,Completed,Late,Long Distance,24/12/2024
2291935,2.14,32,4.12,0,Completed,On Time,Short Distance,24/12/2024
2291936,4.86,0,8.73,26,Completed,Late,Long Distance,Null
2291938,4.69,45,6.46,7,Completed,On Time,Long Distance,23/12/2024
2291940,0.85,0,3,11,Completed,On Time,Short Distance,23/12/2024
2291941,3.9,0,5.94,0,Cancelled,Unknown,Long Distance,23/12/2024
2291942,2.5,25,4,39,Completed,Late,Short Distance,23/12/2024
2291944,4.27,0,6.88,42,Completed,Late,Long Distance,Null
2291945,1.22,0,3.04,0,Cancelled,Unknown,Short Distance,23/12/2024
2291946,2.37,0,5.08,36,Completed,Late,Long Distance,23/12/2024
2291948,1.29,0,6.76,13,Completed,Late,Long Distance,Null
2291950,2.3,0,5.03,36,Completed,Late,Long Distance,23/12/2024
2291951,2.46,0,4.55,15,Completed,Late,Short Distance,23/12/2024
2291952,2.49,25,3.15,11,Completed,Late,Short Distance,23/12/2024
2291954,0,0,0,0,Completed,Unknown,Short Distance,23/12/2024
2291955,0.96,0,2.74,4,Completed,On Time,Short Distance,23/12/2024
2291956,2.89,0,3.99,23,Completed,On Time,Short Distance,Null
2291957,3.6,0,5.93,0,Cancelled,Unknown,Long Distance,23/12/2024
2291958,3.16,0,5,17,Completed,Late,Short Distance,23/12/2024
2291959,4.39,0,9.59,0,Cancelled,Unknown,Long Distance,Null
2291963,3.59,0,4.9,116,Completed,Late,Short Distance,23/12/2024
2291964,1.53,1,2.51,10,Completed,Late,Short Distance,Null
2291965,2.43,0,4.53,0,Cancelled,Unknown,Short Distance,23/12/2024
2291966,4.18,0,11.63,20,Completed,Late,Long Distance,23/12/2024
2291967,2.02,218,3.43,13,Completed,Late,Short Distance,Null
2291968,4.4,29,8.82,12,Completed,Late,Long Distance,23/12/2024
2291969,4.21,29,8.63,12,Completed,Late,Long Distance,23/12/2024
2291970,4.29,0,6.56,24,Completed,Late,Long Distance,23/12/2024
2291972,1.89,0,3.65,0,Cancelled,Unknown,Short Distance,23/12/2024
2291976,1.16,24,1.51,11,Completed,On Time,Short Distance,23/12/2024
2291977,4.56,0,8.03,20,Completed,Late,Long Distance,Null
2291978,1.83,12,2.07,29,Completed,Late,Short Distance,23/12/2024
2291981,5.37,0,8.48,13,Completed,Early,Long Distance,23/12/2024
2291982,7.54,0,11.99,61,Completed,Late,Long Distance,23/12/2024
2291983,1.65,0,2.81,0,Cancelled,Unknown,Short Distance,23/12/2024
2291984,1.29,0,3.58,29,Completed,Late,Short Distance,23/12/2024
2291986,6.09,0,13.01,69,Completed,On Time,Long Distance,Null
2291987,2.77,5,4.47,19,Completed,Late,Short Distance,23/12/2024
2291991,4.86,0,6.32,0,Cancelled,Unknown,Long Distance,23/12/2024
2291992,3.72,0,5.28,61,Completed,Late,Long Distance,23/12/2024
2291994,1.33,20,4.62,34,Completed,On Time,Short Distance,Null
2291995,5.17,0,7.97,40,Completed,On Time,Long Distance,23/12/2024
2291999,7.66,0,9.05,0,Cancelled,Unknown,Long Distance,23/12/2024
2292000,6.21,0,9.62,0,Cancelled,Unknown,Long Distance,23/12/2024
2292001,7.17,0,11.65,0,Cancelled,Unknown,Long Distance,Null
2292002,1.7,32,2.08,39,Completed,Late,Short Distance,Null
2292003,0.36,0,0.94,10,Completed,Late,Short Distance,Null
2292004,3.55,32,4.35,27,Completed,On Time,Short Distance,23/12/2024
2292005,6.37,0,9.36,38,Completed,Late,Long Distance,23/12/2024
2292006,6.89,0,7.64,40,Completed,Late,Long Distance,23/12/2024
2292007,7.63,0,10.3,0,Cancelled,Unknown,Long Distance,23/12/2024
2292008,4,0,5.08,26,Completed,Late,Long Distance,Null
2292010,6.95,98,11.64,29,Completed,On Time,Long Distance,Null
2292011,0.19,0,0.3,8,Completed,On Time,Short Distance,23/12/2024
2292012,2.87,0,10.1,40,Completed,Late,Long Distance,23/12/2024
2292013,7.54,0,12.76,50,Completed,Late,Long Distance,23/12/2024
2292014,0.64,16,1.02,0,Completed,Late,Short Distance,24/12/2024
2292016,5.48,0,7.74,46,Completed,Late,Long Distance,23/12/2024
2292017,5.54,0,6.99,62,Completed,Late,Long Distance,23/12/2024
2292019,2.17,0,2.86,13,Completed,On Time,Short Distance,23/12/2024
2292021,0.39,0,0.91,1,Completed,On Time,Short Distance,23/12/2024
2292025,1.79,0,4.18,13,Completed,Late,Short Distance,23/12/2024
2292027,3.1,0,4.67,44,Completed,On Time,Short Distance,Null
2292028,3.46,0,6.33,57,Completed,Late,Long Distance,23/12/2024
2292029,5.58,0,8.06,29,Completed,Late,Long Distance,23/12/2024
2292030,4.78,0,6.56,0,Cancelled,Unknown,Long Distance,23/12/2024
2292031,3.9,0,5.92,0,Cancelled,Unknown,Long Distance,23/12/2024
2292032,1.71,0,4.02,33,Completed,Late,Short Distance,Null
2292033,3.82,0,4.89,15,Completed,On Time,Short Distance,Null
2292036,3.06,0,4.35,57,Completed,Late,Short Distance,23/12/2024
2292037,1.6,0,5.16,21,Completed,Late,Long Distance,23/12/2024
2292039,1.9,98,5.9,20,Completed,Late,Long Distance,24/12/2024
2292040,2.42,0,3.38,2,Completed,On Time,Short Distance,23/12/2024
2292041,3.94,0,6.3,28,Completed,On Time,Long Distance,23/12/2024
2292042,2.82,0,3.4,0,Cancelled,Unknown,Short Distance,23/12/2024
2292043,4.12,0,5.12,64,Completed,Late,Long Distance,Null
2292044,1.38,0,2.24,42,Completed,Late,Short Distance,Null
2292045,1.75,0,2.12,13,Completed,On Time,Short Distance,23/12/2024
2292046,4.35,0,8.55,0,Cancelled,Unknown,Long Distance,23/12/2024
2292047,0,0,0,0,Completed,Unknown,Short Distance,23/12/2024
2292048,0.91,0,1.91,10,Completed,Late,Short Distance,Null
2292049,1.25,0,2.06,0,Cancelled,Unknown,Short Distance,Null
2292050,0.91,5,1.87,16,Completed,On Time,Short Distance,23/12/2024
2292051,2.23,0,3.33,10,Completed,On Time,Short Distance,Null
2292053,5.19,0,6.36,0,Cancelled,Unknown,Long Distance,23/12/2024
2292054,4.31,0,6.04,116,Completed,Late,Long Distance,23/12/2024
2292056,3.94,30,5.67,22,Completed,On Time,Long Distance,Null
2292059,4.24,0,4.75,41,Completed,Late,Short Distance,23/12/2024
2292060,3.9,0,8.94,69,Completed,Late,Long Distance,23/12/2024
2292061,2.74,0,4.87,147,Completed,Late,Short Distance,23/12/2024
2292062,3.03,13,4.31,53,Completed,Late,Short Distance,23/12/2024
2292063,2.42,18,3.9,0,Completed,On Time,Short Distance,23/12/2024
2292064,3.3,0,4.66,52,Completed,Late,Short Distance,23/12/2024
2292067,2.31,0,9.46,31,Completed,Late,Long Distance,23/12/2024
2292068,1.21,0,1.74,7,Completed,Early,Short Distance,23/12/2024
2292069,2.51,0,5.04,0,Cancelled,Unknown,Long Distance,23/12/2024
2292070,7.39,0,8.75,42,Completed,Late,Long Distance,23/12/2024
2292073,4.52,1,7.05,27,Completed,On Time,Long Distance,Null
2292074,3.73,0,4.69,0,Cancelled,Unknown,Short Distance,23/12/2024
2292075,2.14,0,3.1,25,Completed,Late,Short Distance,23/12/2024
2292076,3.94,0,5.67,0,Cancelled,Unknown,Long Distance,Null
2292081,2.27,0,7.29,61,Completed,On Time,Long Distance,23/12/2024
2292082,2.6,0,5.51,83,Completed,Late,Long Distance,Null
2292083,1.44,0,3.69,16,Completed,Late,Short Distance,23/12/2024
2292084,2.81,184,3.42,2,Completed,Late,Short Distance,23/12/2024
2292085,0.75,0,1.07,7,Completed,On Time,Short Distance,23/12/2024
2292086,7.41,0,10.26,37,Completed,On Time,Long Distance,23/12/2024
2292087,1.18,0,2.66,26,Completed,Late,Short Distance,23/12/2024
2292090,2.78,0,5.2,25,Completed,Late,Long Distance,23/12/2024
2292092,6.61,0,10.36,0,Cancelled,Unknown,Long Distance,23/12/2024
2292093,2.97,1,3.25,17,Completed,On Time,Short Distance,23/12/2024
2292094,1.35,0,2.62,0,Cancelled,Unknown,Short Distance,Null
2292095,2.77,0,4.04,14,Completed,Late,Short Distance,23/12/2024
2292096,1.91,0,7.81,34,Completed,Late,Long Distance,Null
2292097,1.57,0,2.12,10,Completed,Late,Short Distance,23/12/2024
2292098,3.87,0,5.45,135,Completed,Late,Long Distance,23/12/2024
2292099,0.81,0,1.34,45,Completed,On Time,Short Distance,23/12/2024
2292100,1.42,6,1.92,16,Completed,Late,Short Distance,Null
2292101,1.07,42,1.51,0,Completed,Late,Short Distance,23/12/2024
